,RecordKey,Website.ID,Website.RecordKey,SiteName,Site.section,ViceCounty,established,GridReference,Projection,Precision,lat,long,transect.OS1936.lat,Transect.OS1936.long,transect_length,section_length,section_grid_ref,H1,H2,H3,H4,habitat_description,L1,L2,land_use_description,Recorder,start_time,end_time,sunshine,wind_speed,temperature,TaxonVersionKey,species,latin,queens,workers,males,unknown,Comment,transect_comment,flower_visited,StartDate,EndDate,DateType,Year,Month,Day,Sensitive,Week,TotalCount,Year_Bin,site_count
251936,250972,27612131.0,iBRC27612131,Kenfig Castle 2,Kenfig Castle 2 - S1,,2022.0,SS797825,OSGB,100,51.52855609,-3.735597131,51.52809937,-3.734403967,899.0,306.0,SS800826,5. Coastal dune and sand woods,10. Fen/swamp/marsh vegetation of inland freshwater edges,,,Walk along margin of fen and scrub. This is usually the best section for shrill carder bees. Ground distubance by cattle trampling and vehicle use seem to enhance the habitat for this species.,L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Carrington, David",10:25,11:16,Sunny,"2. Wind felt on face, leaves rustle",27.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,5,0,0,,,Feeding on red bartsia.,11/08/2022,11/08/2022,D,2022,8,11,False,32,5,2021-2022,15
251939,250977,27612134.0,iBRC27612134,Kenfig Castle 2,Kenfig Castle 2 - S3,,2022.0,SS797825,OSGB,100,51.52855609,-3.735597131,51.52809937,-3.734403967,899.0,286.0,SS796826,4. Coastal dune and sand scrub,,,,The latter part of this section is along a track between the edge of a dune slack and a sandy south-facing dune ridge.,L6 - Outdoor amenity and open spaces,L1 - Agriculture,Nature reserve with light cattle and sheep grazing.,"Carrington, David",10:25,11:16,Sunny,"2. Wind felt on face, leaves rustle",27.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Feeding on dew berry.,11/08/2022,11/08/2022,D,2022,8,11,False,32,1,2021-2022,15
253012,250956,29029695.0,iBRC29029695,Victory Wood One,Victory Wood One - S1,,2019.0,TR090624,OSGB,100,51.3222929,0.998149621,51.32174252,0.999875792,2402.0,348.0,TR086626,18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Lansdell, Emma",11:00,12:05,Cloudy,1. Slight smoke drift,24.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,3,0,0,,,Red Bartsia,19/08/2022,19/08/2022,D,2022,8,19,False,33,3,2021-2022,47
253020,250984,29029702.0,iBRC29029702,Victory Wood One,Victory Wood One - S4,,2019.0,TR090624,OSGB,100,51.3222929,0.998149621,51.32174252,0.999875792,2402.0,414.0,TR093620,18. Agriculturally improved/re-seeded/heavily fertilised grassland,30. Small man-made woodlands,,,,L6 - Outdoor amenity and open spaces,L3 - Managed forest,,"Lansdell, Emma",11:00,12:05,Cloudy,1. Slight smoke drift,24.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Red Bartsia,19/08/2022,19/08/2022,D,2022,8,19,False,33,1,2021-2022,47
253082,251029,29029766.0,iBRC29029766,Victory Wood Two,Victory Wood Two - S2,,2021.0,TR094620,OSGB,100,51.31855416,1.003647116,51.31800326,1.005373744,1354.0,409.0,TR098620,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",31. Recently felled areas/early-stage woodland and coppice,22. Dry scrub/shrub thickets,,"Wide ride habitat flanked by secondary woodland aged 15 years- composition is mixed broadleaves including oak, willow sp. ash, cherry, birch, hornbeam, Guelder rose, wild service, elder, blackthorn. crab apple, hawthorn, dogwood, amongst other species. Tall herbs line areas of the wide ride including broom and a range of flora is establishing along the ride edge. A historic agricultural drainage runs west to east, lined with more mature willow including almond willow, oak and other broadleaves. It sits in close proximity to managed grassland where arisings are cut and collected during September annually. The wide ride habitat along the transect is also cut in September in a piecemeal fashion (zone 1 sections cut on a 3-5 year rotation with pinch points left) and arisings are collected. Zone 2 and 3 areas are cut on a longer rotation, and some coppiced edges are being incorporated to support a more diverse habitat structure. The site sits on London Clay soils and can become waterlogged. The grassland is predominantly neutral becoming slightly more acidic towards the southern end. The whole area is publically accessible and forms part of the managed ride network- cut three times annually. In this section of the route, there are more open ground areas due to historic and interpretive features including a Cold War bunker and nearby links viewing platform.",L3 - Managed forest,L6 - Outdoor amenity and open spaces,"This section sits along the main ridge extending between two flanking ancient woodland habitats. This area is exposed, the site sits 2km from the North Kent coastline.","Lansdell, Emma",12:30,13:30,Cloudy,1. Slight smoke drift,24.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,Red Bartsia,19/08/2022,19/08/2022,D,2022,8,19,False,33,2,2021-2022,13
253646,250996,28256783.0,iBRC28256783,RSPB Vange Wick,RSPB Vange Wick - S1,,2017.0,TQ729857,OSGB,100,51.54370981,0.491993348,51.54319351,0.493671787,3126.0,303.0,TQ732852,19. Seasonally wet and wet marshy grasslands,14. Inland swamp/fen stands without open water (e.g. reed and sedgebeds),,,"Semi improved, cattle grazed neutral lowland wet grassland with ditches, nearby reedbed.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,Eamonn Corking and Pete Coffill,10:45,12:20,Sunny/Cloudy,3. Leaves and twigs in slight motion,23.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,Thistle,24/08/2022,24/08/2022,D,2022,8,24,False,34,2,2021-2022,10
253648,251009,28256785.0,iBRC28256785,RSPB Vange Wick,RSPB Vange Wick - S6,,2017.0,TQ729857,OSGB,100,51.54370981,0.491993348,51.54319351,0.493671787,3126.0,772.0,TQ726858,19. Seasonally wet and wet marshy grasslands,17. Dry semi/unimproved (flower rich) neutral grassland,,,"semi improved lowland wet grassland with ditches, flashes and scrapes.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,Eamonn Corking and Pete Coffill,10:45,12:20,Sunny/Cloudy,3. Leaves and twigs in slight motion,23.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,3,0,0,,,Thistle,24/08/2022,24/08/2022,D,2022,8,24,False,34,3,2021-2022,10
253705,250989,27854519.0,iBRC27854519,"Riverside Country Park, Rainham","Riverside Country Park, Rainham - S4",,2011.0,TQ817676,OSGB,100,51.37837053,0.609465954,51.37783317,0.61115066,1972.0,705.0,TQ815678,22. Dry scrub/shrub thickets,15. Dry semi/unimproved (flower rich) chalk/limestone grassland,25. Hedgerows,,,L6 - Outdoor amenity and open spaces,,,"Springate, Simon",13:10,13:57,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",30.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Black Horehound,24/08/2022,24/08/2022,D,2022,8,24,False,34,1,2021-2022,18
254498,250949,29041474.0,iBRC29041474,Newport Wetlands NNR Route 2,Newport Wetlands NNR Route 2 - S2,,2021.0,ST334834,OSGB,100,51.54554663,-2.961811356,51.54508198,-2.960528253,3642.0,559.0,ST329833,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,,,,,"Meloy, Elinor",12:50,14:10,Sunny,1. Slight smoke drift,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,Meadow Vetchling,27/08/2022,27/08/2022,D,2022,8,27,False,34,2,2021-2022,40
254499,251027,29041467.0,iBRC29041467,Newport Wetlands NNR Route 2,Newport Wetlands NNR Route 2 - S2,,2021.0,ST334834,OSGB,100,51.54554663,-2.961811356,51.54508198,-2.960528253,3642.0,559.0,ST329833,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,,,,,"Meloy, Elinor",12:50,14:10,Sunny,1. Slight smoke drift,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,Tufted Vetch,27/08/2022,27/08/2022,D,2022,8,27,False,34,2,2021-2022,40
254500,251038,29041469.0,iBRC29041469,Newport Wetlands NNR Route 2,Newport Wetlands NNR Route 2 - S2,,2021.0,ST334834,OSGB,100,51.54554663,-2.961811356,51.54508198,-2.960528253,3642.0,559.0,ST329833,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,,,,,"Meloy, Elinor",12:50,14:10,Sunny,1. Slight smoke drift,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Knapweed,27/08/2022,27/08/2022,D,2022,8,27,False,34,1,2021-2022,40
254505,251011,29041482.0,iBRC29041482,Newport Wetlands NNR Route 2,Newport Wetlands NNR Route 2 - S3,,2021.0,ST334834,OSGB,100,51.54554663,-2.961811356,51.54508198,-2.960528253,3642.0,850.0,ST328830,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,,,,,"Meloy, Elinor",12:50,14:10,Sunny,1. Slight smoke drift,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Rosebay Willowherb,27/08/2022,27/08/2022,D,2022,8,27,False,34,1,2021-2022,40
254506,251025,29041483.0,iBRC29041483,Newport Wetlands NNR Route 2,Newport Wetlands NNR Route 2 - S3,,2021.0,ST334834,OSGB,100,51.54554663,-2.961811356,51.54508198,-2.960528253,3642.0,850.0,ST328830,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,,,,,"Meloy, Elinor",12:50,14:10,Sunny,1. Slight smoke drift,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Narrow-leaved Everlasting-pea,27/08/2022,27/08/2022,D,2022,8,27,False,34,1,2021-2022,40
254511,251000,29041488.0,iBRC29041488,Newport Wetlands NNR Route 2,Newport Wetlands NNR Route 2 - S4,,2021.0,ST334834,OSGB,100,51.54554663,-2.961811356,51.54508198,-2.960528253,3642.0,697.0,ST327829,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,walk along path recording and then stop recording on way back to the lighthouse,,,,"Meloy, Elinor",12:50,14:10,Sunny,1. Slight smoke drift,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Narrow-leaved Everlasting-pea,27/08/2022,27/08/2022,D,2022,8,27,False,34,1,2021-2022,40
254513,251051,29041492.0,iBRC29041492,Newport Wetlands NNR Route 2,Newport Wetlands NNR Route 2 - S5,,2021.0,ST334834,OSGB,100,51.54554663,-2.961811356,51.54508198,-2.960528253,3642.0,397.0,ST330828,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,,,,,"Meloy, Elinor",12:50,14:10,Sunny,1. Slight smoke drift,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Narrow-leaved Everlasting-pea,27/08/2022,27/08/2022,D,2022,8,27,False,34,1,2021-2022,40
254803,250968,28847470.0,iBRC28847470,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S1,,2015.0,TQ549790,OSGB,100,51.48873644,0.229697659,51.4882181,0.231343991,2033.0,61.0,TQ548787,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,,An area known as the wildlife garden which consists mainly of pollen-rich non-native plants.,L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",11:15,12:20,Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,,29/08/2022,29/08/2022,D,2022,8,29,False,35,2,2021-2022,30
254808,251060,28847475.0,iBRC28847475,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S4,,2015.0,TQ549790,OSGB,100,51.48873644,0.229697659,51.4882181,0.231343991,2033.0,270.0,TQ550791,14. Inland swamp/fen stands without open water (e.g. reed and sedgebeds),10. Fen/swamp/marsh vegetation of inland freshwater edges,,,Reedbed with some goat willow trees. There is also a small sedge section.,L6 - Outdoor amenity and open spaces,,Nature reerve,"Hoare, Jerry",11:15,12:20,Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,1,,,,29/08/2022,29/08/2022,D,2022,8,29,False,35,2,2021-2022,30
254864,251062,28847507.0,iBRC28847507,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S1,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2026.0,400.0,TQ547787,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",13:20,14:20,Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,4,0,0,,,,29/08/2022,29/08/2022,D,2022,8,29,False,35,4,2021-2022,64
254867,251046,28847510.0,iBRC28847510,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S3,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2026.0,265.0,TQ541789,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",13:20,14:20,Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,,29/08/2022,29/08/2022,D,2022,8,29,False,35,1,2021-2022,64
254869,251007,28847512.0,iBRC28847512,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S5,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2026.0,152.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",13:20,14:20,Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,,29/08/2022,29/08/2022,D,2022,8,29,False,35,1,2021-2022,64
254872,251058,28847515.0,iBRC28847515,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S7,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2026.0,694.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",13:20,14:20,Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,,29/08/2022,29/08/2022,D,2022,8,29,False,35,1,2021-2022,64
255250,250951,28847523.0,iBRC28847523,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S1,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2541.0,491.0,TQ515801,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,,L12 - Transport tracks and ways,L6 - Outdoor amenity and open spaces,,"Hoare, Jerry",11:35,12:35,Sunny/Cloudy,4. Dust raised and small branches move,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,,31/08/2022,31/08/2022,D,2022,8,31,False,35,1,2021-2022,47
255251,250967,28847524.0,iBRC28847524,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S2,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2541.0,545.0,TQ518804,25. Hedgerows,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),25. Hedgerows,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",11:35,12:35,Sunny/Cloudy,4. Dust raised and small branches move,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,,31/08/2022,31/08/2022,D,2022,8,31,False,35,1,2021-2022,47
255255,250991,28847528.0,iBRC28847528,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S3,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2541.0,488.0,TQ521809,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),10. Fen/swamp/marsh vegetation of inland freshwater edges,,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",11:35,12:35,Sunny/Cloudy,4. Dust raised and small branches move,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,1,0,,,,31/08/2022,31/08/2022,D,2022,8,31,False,35,3,2021-2022,47
255259,250973,28847532.0,iBRC28847532,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S6,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2541.0,596.0,TQ515813,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",11:35,12:35,Sunny/Cloudy,4. Dust raised and small branches move,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,1,,,,31/08/2022,31/08/2022,D,2022,8,31,False,35,2,2021-2022,47
255559,251040,27966570.0,iBRC27966570,Parc Tredelerch-1,Parc Tredelerch-1 - S4,,2021.0,ST219783,OSGB,100,51.4982225,-3.126485109,51.4977545,-3.125222592,1260.0,334.0,ST216782,19. Seasonally wet and wet marshy grasslands,10. Fen/swamp/marsh vegetation of inland freshwater edges,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,,L6 - Outdoor amenity and open spaces,,,"Sweeney, Marion",14:40,15:25,,3. Leaves and twigs in slight motion,18.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,1,Confirmed from photo,,fleabane,01/09/2022,01/09/2022,D,2022,9,1,False,35,2,2021-2022,1
255657,250979,28104357.0,iBRC28104357,RSPB Bowers Marsh,RSPB Bowers Marsh - S1,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1715.0,383.0,TQ755867,17. Dry semi/unimproved (flower rich) neutral grassland,26. Mature broadleaved woodland,,,"Hardstanding footpath on flower rich neutral semi improved grass, seasonally mown. Flanked by hedgerow including elm, hawthorn and blackthorn. Adjacent to arable land.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",14:20,15:06,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",26.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,0,1,,,Ragwort,02/09/2022,02/09/2022,D,2022,9,2,False,35,1,2021-2022,15
255660,250965,28104362.0,iBRC28104362,RSPB Bowers Marsh,RSPB Bowers Marsh - S3,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1715.0,230.0,TQ757862,17. Dry semi/unimproved (flower rich) neutral grassland,14. Inland swamp/fen stands without open water (e.g. reed and sedgebeds),1. Marine saltmarshes/estuaries/saline reedbeds,,"Hardstanding footpath, seasonally mown, on flower rich neutral semi improved grass, surrounded by reedbed, and brackish lagoon on one side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",14:20,15:06,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",26.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bird's-Foot-Trefoil,02/09/2022,02/09/2022,D,2022,9,2,False,35,1,2021-2022,15
255661,251050,28104365.0,iBRC28104365,RSPB Bowers Marsh,RSPB Bowers Marsh - S3,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1715.0,230.0,TQ757862,17. Dry semi/unimproved (flower rich) neutral grassland,14. Inland swamp/fen stands without open water (e.g. reed and sedgebeds),1. Marine saltmarshes/estuaries/saline reedbeds,,"Hardstanding footpath, seasonally mown, on flower rich neutral semi improved grass, surrounded by reedbed, and brackish lagoon on one side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",14:20,15:06,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",26.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Bristly Ox-tongue,02/09/2022,02/09/2022,D,2022,9,2,False,35,1,2021-2022,15
255748,251047,28135557.0,iBRC28135557,South Swale - Beach,South Swale - Beach - S1,,2018.0,TR040647,OSGB,100,51.34476053,0.927808358,51.34421395,0.929527572,995.0,505.0,TR040647,8. Coastal shingle,1. Marine saltmarshes/estuaries/saline reedbeds,,,,L6 - Outdoor amenity and open spaces,L17 - Waterways,Nature reserve - wildflower rich Shingle / Shell beach running along Swale estuary.,"Burbridge, David",15:00,16:30,Sunny,"2. Wind felt on face, leaves rustle",24.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Spear Thistle,04/09/2022,04/09/2022,D,2022,9,4,False,35,1,2021-2022,9
255749,251053,28135556.0,iBRC28135556,South Swale - Beach,South Swale - Beach - S1,,2018.0,TR040647,OSGB,100,51.34476053,0.927808358,51.34421395,0.929527572,995.0,505.0,TR040647,8. Coastal shingle,1. Marine saltmarshes/estuaries/saline reedbeds,,,,L6 - Outdoor amenity and open spaces,L17 - Waterways,Nature reserve - wildflower rich Shingle / Shell beach running along Swale estuary.,"Burbridge, David",15:00,16:30,Sunny,"2. Wind felt on face, leaves rustle",24.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Viper's-bugloss,04/09/2022,04/09/2022,D,2022,9,4,False,35,1,2021-2022,9
255943,251016,28233757.0,iBRC28233757,Cliffe RSPB,Cliffe RSPB - S2,,2018.0,TQ724762,OSGB,100,51.45852398,0.480151307,51.45799804,0.481824779,1657.0,908.0,TQ730766,22. Dry scrub/shrub thickets,,,,,L6 - Outdoor amenity and open spaces,,"old gravel workings, now a nature reserve","Cobb, Alan",12:00,13:30,Cloudy,3. Leaves and twigs in slight motion,22.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,1,0,,,unknown yellow flower,06/09/2022,06/09/2022,D,2022,9,6,False,36,2,2021-2022,28
255944,251021,28233756.0,iBRC28233756,Cliffe RSPB,Cliffe RSPB - S2,,2018.0,TQ724762,OSGB,100,51.45852398,0.480151307,51.45799804,0.481824779,1657.0,908.0,TQ730766,22. Dry scrub/shrub thickets,,,,,L6 - Outdoor amenity and open spaces,,"old gravel workings, now a nature reserve","Cobb, Alan",12:00,13:30,Cloudy,3. Leaves and twigs in slight motion,22.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,1,0,,,Black Horehound,06/09/2022,06/09/2022,D,2022,9,6,False,36,2,2021-2022,28
256488,251030,28292139.0,iBRC28292139,RSPB Wallasea Island Seawall 2,RSPB Wallasea Island Seawall 2 - S1,,2019.0,TQ955945,OSGB,100,51.61536853,0.822401907,51.61485499,0.824120952,2531.0,1285.0,TQ955945,,,,,,,,,"Prior, Richard",11:00,12:30,Sunny/Cloudy,3. Leaves and twigs in slight motion,,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,,14/09/2022,14/09/2022,D,2022,9,14,False,37,2,2021-2022,7
256835,251063,29041642.0,iBRC29041642,Newport Wetlands NNR Route 2,Newport Wetlands NNR Route 2 - S3,,2021.0,ST334834,OSGB,100,51.54554663,-2.961811356,51.54508198,-2.960528253,3642.0,850.0,ST328830,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,,,,,"Meloy, Elinor",11:00,12:18,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Tufted Vetch,18/09/2022,18/09/2022,D,2022,9,18,False,37,1,2021-2022,40
256841,251033,29041647.0,iBRC29041647,Newport Wetlands NNR Route 2,Newport Wetlands NNR Route 2 - S5,,2021.0,ST334834,OSGB,100,51.54554663,-2.961811356,51.54508198,-2.960528253,3642.0,397.0,ST330828,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,,,,,"Meloy, Elinor",11:00,12:18,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,3,1,0,,,Ragwort,18/09/2022,18/09/2022,D,2022,9,18,False,37,4,2021-2022,40
256918,251074,28203791.0,iBRC28203791,"Faversham Road, Seasalter","Faversham Road, Seasalter - S3",,2018.0,TR061647,OSGB,100,51.34400356,0.957918917,51.34345638,0.959641493,1432.0,405.0,TR060646,17. Dry semi/unimproved (flower rich) neutral grassland,,,,"Longer, tussocky grassland along base of sea wall with shorter sward on landward side",L6 - Outdoor amenity and open spaces,,Berm of sea wall,"Forster, Nicola",14:10,15:15,Sunny/Cloudy,1. Slight smoke drift,18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,0,1,,,,19/09/2022,19/09/2022,D,2022,9,19,False,38,1,2021-2022,7
257135,251028,28847572.0,iBRC28847572,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S4,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2026.0,88.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",12:20,13:10,Cloudy,"2. Wind felt on face, leaves rustle",19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,2,0,,,,21/09/2022,21/09/2022,D,2022,9,21,False,38,2,2021-2022,64
257136,250959,28847573.0,iBRC28847573,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S5,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2026.0,152.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",12:20,13:10,Cloudy,"2. Wind felt on face, leaves rustle",19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,,21/09/2022,21/09/2022,D,2022,9,21,False,38,2,2021-2022,64
257344,250963,28190550.0,iBRC28190550,"Alberta, Seasalter Levels","Alberta, Seasalter Levels - S1",,2016.0,TR080649,OSGB,100,51.34510792,0.985277435,51.3445604,0.987003145,2030.0,528.0,TR081649,17. Dry semi/unimproved (flower rich) neutral grassland,,,,Currently dry unimproved grassland with recent history of specific land management.,L41 - Unused Land,,,"Richardson, Sam",14:25,15:25,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",27.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Creeping Thistle,25/09/2022,25/09/2022,D,2022,9,25,False,38,1,2021-2022,10
257347,251010,28190554.0,iBRC28190554,"Alberta, Seasalter Levels","Alberta, Seasalter Levels - S3",,2016.0,TR080649,OSGB,100,51.34510792,0.985277435,51.3445604,0.987003145,2030.0,666.0,TR078646,17. Dry semi/unimproved (flower rich) neutral grassland,,,,Currently dry unimproved grassland with recent history of specific land management.,L41 - Unused Land,,,"Richardson, Sam",14:25,15:25,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",27.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Bristly Ox tongue,25/09/2022,25/09/2022,D,2022,9,25,False,38,1,2021-2022,10
